comment,label
Sing�is sal pa las caye a ver si es sierto  q puedes parar esto mi pueblo ya perdi� el miedo se acab� el abuso biba cuba libre sing�o use como lo huso la yegua de raul,ofensa
"Eres una burla Pinocho. Ni verg�enza tienes, sal a la calle a ver si calmas las masas.",ofensa
No te da pena decir lo tanto q necesita la remesa la familia cubana para poder sobrevivir DESCARGANDO,queja
Tanto an criticado al mundo y principalmente a los Estados Unidos y ustedes son peores aqu� hay comida aqu� hay libertad aqu� hay vida haya,criterio general
Habla de dignidad cuando tiene 11000000 de personas pasando hambre,queja
"Di lo que quieras, ves buscando un pa�s d�nde refugiarte tu y tus maletines de dinero, que tienes las horas contadas.",ofensa
No los salva nadie ni nada por lo que est�n haciendo,criterio general
"Les est�n tapando las cuevas ,se acuerdan de la cancioncita",criterio general
Hasta cuando la misma baba,queja
D�jenme las cadenas de tv y radio libres internacionales,sugerencia
"Vaya que la van a entregar, claro que si tarde o temprano y no quisiera estar en su pellejo,,",criterio general
6 decadas d revoluci�n!!!...y yo m pregunto: y para cuando los resultados????,pregunta
El hambrey las necesidades de un pueblo viene hace muchos a�os atr�s die la verdad no seas c�nico,queja
"Estamos en el siglo 21 y a�n los ineptos del PCC pretenden esconder con el fantasma m�tico del imperio Gringo , sus",criterio general
Eres un puesto a dedo titere ni t� mujer tiene porte de primera dama porq no sabe ni lo que eso significa porq ella es igual que t�! Asesinos recuerda y memoriza detr�s de un gran presidente hay una gran mujer y ese tamal ni mujer es,ofensa
Combatiendo contra quien con j�venes desarmados con hambre  combate de le�n pa mono,ofensa
No des m�s muela y mentiras y resuelves los problemas y si no pides vete y deja que otro lo haga cuando van a tener resultados no te parece que no es hora de promesas huecas sino de resultados,sugerencia
Le voy a mandar la soga para que se ahorque el mismo.,ofensa
3 d�as teda USA para que entregues si no van por ustedes se acabo,ofensa
"Dicen q hay q ahorrar electricidad no,pues yo no veo a nadie en esa reunion echandose fresco con un abnico,seguro q tienen el aire a full",queja
"Si sgan ahora mismo para el capitolio,pero no manden a nadie ustedes ya q son tan guapitos.",sugerencia
"El comunismo deber�a abolirse al igual que se hizo con la esclavitud, no son libres",sugerencia
"No ay peor siego que el que no quiere ver,un grupo?",pregunta
Un crupo de elementos du estas ciego o que,pregunta
"Abajo la dictadura , el dia que est�n presos tratare de visitarlos para escupirlos por basura que son todos.",ofensa
imagina hablan de combatir a quien combaten a su mismo pueblo desarmado q ipocritas hay es donde el pueblo se debe levantar haver q valientes son pocos de paracitos creados por su mismo pueblo,denuncia
"Les da terror perder sus privilegios a estos dictadores, cuando se alza el pueblo, que ya no cree sus elaboradas mentiras ideol�gicas.",criterio general
Todos dicen lo mismo chavez tambi�n era la,criterio general
No hay mal que dure cien a�os ni cuerpo que lo resista,criterio general
Viva o governo de Cuba socialista viva partido comunista cubano P�tria e muerte hasta la vitoria siempre,criterio general
Que pasa que la transmisi�n no es completa,pregunta
Usted lo que es es un singao ya el pueblo les est� perdiendo el miedo .....les queda poco,ofensa
"No hay duda de la promoci�n de ese tipo de acontecimientos del Gobierno de EU y los gusanos de Miami. Viva el valiente, solidario pueblo y Gobierno CUBANO.",criterio general
"Sesenta a�os aguantando hambre, eso es lo que ofrecen las revoluciones?. No no no no as� no.",queja
No podr�n desestabilizar la Revoluci�n Cubana,criterio general
Fue cuba entera ya est�n casado de tu mentira patria y vida,ofensa
Viva la revoluci�n cubana! VENCEREMOS!,criterio general
"Masacrando, ya pas� su oportunidad, no manchen de sangre la historia no perdonar�",denuncia
"Imb�cil el pueblo est� en la calle reclamando su derecho ,libertad para todo el pueblo de cuba",ofensa
T� hablas mucho xq comes muy bien pero mira c�mo est� el pueblo con una escasez d todo,queja
"Barbijo N95 y hay bloqueo, de donde pinga sacaste ese barbijo.",pregunta
Se�or ya el pueblo no quiere m�s de ustedes tenga la dignidad de ped�r el cambio y elecciones libres,sugerencia
mientras tu estas muy comodamente disfrutando y alimentandote bien nustro pueblo se muere de hambre nuestro comandante fidel castro nunca ubiese bendido su pueblo no culpes al blokeo el blokeo siempre lo emos tenido tu no saves dirigir como se te ocurre en plena pandemia cambio de moneda y en cima los productos y alimentos fundamentales y aseo no al alcanse de todos si ay comida los hoteles brindan lo mejor de nuestra isla ahora eres europeo nuestros infantes no tienen alimento las colas son kilometricas con nuestro fidel no pasaba eso comandante fidel castro si era un ejemplo dicno a seguir a que a usted y a su familia no le falta de nada y su hijo digame donde esta estudiando,queja
"PUERTO RICO LES SALUDA, ADMIRA Y APOYAAA!!!!",criterio general
Es el mismo cuento hace 62 a�os �.v�yanse pa casa de la pinga y qu�tense que lo �nico q le han dado al pueblo es hambre y miseria en 62 a�os �viva cuba,ofensa
"Ejemplo de que cara de papa de habr� ,necesidad,apagones ,de comer moringa y de qu� te quiten la leche a los 7 a�o de golpes por pensar diferente ahora s� vamos a salir de ustedes cara pinga",ofensa
Un pueblo en la calle es un pueblo vivo.,criterio general
"Canel no tienes verg�enza , el pueblo se manifest� desarmado, y mandaste a dispararles.",denuncia
acaba de irte ya! antes que sea demasiado tarde T�tere!!.,sugerencia
"Usted es un presidente ileg�timo, puesto a dedo , t�tere de una mafia k ha estado privando de derechos y sumergiendo en la miseria a millones de personas por muchos a�os con una econom�a fallida",criterio general
"Cara de caballo singao m�rate la gordura q tiene de comer langostas mientras el pueblo se muere de Amberes , d�as canel recingaooooooooo",ofensa
"No te queremos no te necesitamos.abajo D�az Canel, abajo los Castros.Cuba es nuestra del pueblo.",sugerencia
Qu� curioso que todos los que atacan a Cuba no viven en ella.,criterio general
Se�or presidente el pueblo de cuba te odia no esta de acuerdo con tigo y tanbirn eres rechachado no te justifiques mas y entriega la presidencia,sugerencia
Fuera de Cuba ya dictadores!!!! El pueblo reclama su libertad y no existe poder en el mundo capaz de callar el clamor de todo un pueblo!!!,sugerencia
PERO QUE SARTA DE MENTIRAS Y ABSURDOS LES METE EN LA CABEZA AL PUEBLO! que asco�,ofensa
"Asquerosos dictadores que el pueblo les va pasar factura , Diaz Canel y tod su gente les quedan horas",ofensa
"Hp ,entregen el poder y no a la confrontaci�n entre el pueblo",ofensa
Estoy loco peque vengan porque all� no van e ser tan tannnn como acas,criterio general
Sal por la puerta de atr�s si rata asesino el d�a de ustedes lleg� y   ustedes tambi�n la van a pagar,ofensa
"T� D�as canel eres el m�ximo responsable de todo ahora mismo, el pueblo no te quiere, ni mucho menos el comunismo, ah y los delincuentes y descarados son ustedes! T� madre !!!!!!!!" ,ofensa
Cuando hay una dictadura es el pueblo el que se revela� Reconozcan la realidad! Porque dan l�stima! El RIDICULO que hacen que nadie se traga porque el MUNDO ENTERO tiene OJOS.,criterio general
Abajo la dictadura Castro -Socialista-Asesina que tiene en la miseria y opresi�n al pueblo Cubano,sugerencia
VIVA CUBA LIBRE Y DEMOCR�TICA CON LIBERTAD Y RESPETO A LOS DERECHOS HUMANOS,sugerencia
"Hdp a quien van a combatir, a tu mismo pueblo? No son pagados por la CIA. Es el pueblo que se canso de resistir, de tanta miseria.  Acaaba  de irte del poder.",ofensa
Igual que all� pero me tienen que pagar el seguro de salud y s�lo si a caso una semanaaaaa de vacaciones,criterio general
"abajo los dictadores y los vivebien a costa de la sangre y el sudor del pueblo, fuera el t�tere de diaz canel y la camarilla que tira de sus hilos",ofensa
"Ustedes se van porque se van ,nadie esta' confundido,como quieres hacer ver,ahora es que estamos ma's claros,en vez de renunciar,instas a la guerra Civil ;porque lo tuyo e rendirle al poderoso y total,pa' lo poco que les queda,ya Rau'l te solto' la papa caliente y pena nos va adar contigo,por ci'nico,por cruel,la calle es de todos y el pueblo esta'manifesta'ndose paci'ficamente,no encuentro un so'lo motivo para reprimir...tU' TODOS E'SOS VIEJOS AGALITROSOS SE VAN PORQUE SE VAN...",denuncia
Pongan el servicio de internet hay muchas fam�lias que quieren saber de l� situacion en cuba a pesar de Los problemas que esten existiendo,sugerencia
"ASESINOS INCITANDO A AGREDIR A PERSONAS DESARMADAS, PERO LO VAN A PAGAR MUY CARO",ofensa
libertad para Cuba tiranos dictadores Castro-comunista   .,sugerencia
Vas a combatir tu descarado pres�ntate solo y ver�s t� mandas a otros no pones tu pellejo eres un dictador ..,ofensa
Abajo la dictadura � intervenci�n militar ya! El pueblo est� siendo brutalmente reprimido � D�az Canel singao,ofensa
No es contrarrevoluci�n D�az Canel es que el pueblo est� hasta los cojones de estar oprimidos,ofensa
"Abusadores, udes van para la calle con ARMAS y el pueblo con hambre... ABAJO LA DICTADURA...",denuncia
Renuncia y ah�rrale sufrimiento al pueblo.,sugerencia
"El pueblo no te quiere como presidente, tu no eres presidente, no eres l�der, no eres valiente, honesto y no defiendes a tu pueblo defiendes un nombre( socialismo)",criterio general
Qu� Revoluci�n ? Si no hay cambios para bien ?... busque en el diccionario la palabra !,pregunta
Esta  matando el pueblo de hambre y miseria.,queja
Abajo la dictadura!!!,sugerencia
Asesinos. Escuchen al pueblo que no aguanta m�s. El pueblo quiere soluciones y medidas que funcionen ya.,sugerencia
"No suelten la calle,es ahora o nunca,viva Cuba libre!",sugerencia
VIVA LA REVOLUCI�N CUBANA HOY MA�ANA Y SIEMPRE,criterio general
Mira la cara de preocupaci�n que tienen todos .,criterio general
"Tenga verg�enza D�az Canel el pueblo de Cuba no lo kiere como su presidente, esta clarisimo",criterio general
Incitar a un pueblo a una guerra civil es lo peor que he visto en mo vida. Son unos descarados.,denuncia
Est�s con MIEDO Diaz-Canel? Esas manifestaciones no son contrarevolucionarias como dices ES LA EXPRESION DEL PUEBLO CUBANO QUE NO LOS QUIERE A NINGUNO DE USTEDES EN EL PODER. ABRE LOS OJOS Y DEJA LA MANIPULACION,criterio general
"LOS AGRADECIDOS, NI UN PASO ATRAS !!!!!",criterio general
Mira que habla mierd�. Que manera de perder una magnifica oportunidad de cambiar el destino de una isla y darse a respetar como,ofensa
"Cuba, Pueblo Digno y Humanitario.",criterio general
Es que el gobierno es INCAPAZ!,criterio general
Que triste no es un grupo es un. Pueblo,criterio general
"Oye. Diazcarado las calles est�n llena de pueblo y no , no son de Fidel , ni de Ra�l , ni revoluci�n. Las calles son de libertad",ofensa
"Ratas, al barco le queda poco y te vamos a encontrar.",ofensa
Todo lo paga eeuu que descaro canel basta de mentiras,criterio general
Con tu familia la m�a est� all� sufriendo mientras la tuya viviendo a costilla del pueblo,queja
Diazca muela y mas muela. No ignoren mas el clamor de todo un pais. Ustedes son extranjeros del pueblo.,sugerencia
"No le hables m�s de los estados unidos , tuuuuuuuuuuuuu eres el bloqueo",criterio general
Convocando al pueblo a la guerra civil  Genocida,denuncia
D�az-canel no hables m�s m***** el pueblo no te cree.,ofensa
"Abajo  la dictadura ,abajo la represi�n,libertad para el pueblo            Patria y Vida !!!!!!!!!!!!!!!!!!!!!!!!!!" ,ofensa
Abajo la dictadura!!!,sugerencia
"Te aconsejo que habr�s y dejes que cada cual venda su producto y su negocio , que el campesino venda su mercado ext",sugerencia
"Lo �nico que est�n haciendo es incitar al odio, el pueblo est� hablando, y nadie les est� pagando",denuncia
Que descaraooooo !!! Atrevido .. mientras el esta en su casa sin pasar necesidad y comiendo bueno y tomando su vino Y sin faltarle medicamentos algunos ... El pueblo muri�ndose .. pero hasta aqu� llego!!  VivaCubaLibre!!!,ofensa
"Otro iluminado m�s,el pueblo cubano seguir� sufriendo a estos nuevos criminales",criterio general
Vamos Cuba carajo y la revoluci�n!!,criterio general
"El pueblo no te quiere, t� no eres mi presidente, t� �lzate todo tu odio contra �l pueblo, y eso Dios lo est� viendo",criterio general
Viva Cuba. Socialista desde Barcelona,criterio general
"Pena deb�a darte , si tuvieras una pisca de verg�enza en tu cara entregarias el poder si sabes que eres una marioneta de los castro",sugerencia
"No tienes nada que explicar pk todo el mundo sabe la realidad, el pueblo quiere Libertad ya basta de matarlos de hambre, dejen el poder comunistas",sugerencia
Ahora l�rgate de nuestro pa�s asesinos que remos democracia libre esprecion libertad para nuestro pueblo,sugerencia
"El pueblo reclamando derechos humanos, comida y libertad",queja
La libertad lleg� ratas !! O se van o van a ser jugados por la.democracia !!,ofensa
Revoluci�n es cambiar todo lo que deba ser cambiado...fuera D�as Canel#,sugerencia
Ay que asco! El EJEMPLO DE LA REVOLUCI�N CUBANA,criterio general
Arriba diascanel defiende a cuba bella.. k los hp han querido destruir,ofensa
Viva Cuba revolucionaria! ! Abajo el plan d colonizaci�n.,criterio general
"Las Mafias criminales del gobierno Norteamericano lo que deben hacer es la levantar el bloqueo Criminal  a Cuba, y no pagar a gusanos Mercenarios y Terroristas.",sugerencia
Ni se le escucha lo que dice est�s cagaoooo.Patria libre.Fuera la dictadura.,ofensa
"Abrazos desde M�xico, viva la revoluci�n Cubana y el partido",criterio general
Arriba CUBA LIBRE Patria y vida... Afuera las Ratas,ofensa
"Mario de Le�n, gran mierda defiende Usted, p�ngase en el lugar q estamos,  sin comida, ni medicina, sin corriente, sin Internet, sin transporte, sin aseo,  en sin este es un pa�s devastado,",ofensa
Lo mismo de siempre....,criterio general
"Que personas indignas!!! Desaparezcan de la faz de la tierra!!!!libertad, es un derecho!!!!",ofensa
Nunca imagin� a los j�venes cubanos vestidos de polic�a haciendo esto,criterio general
"asesino de tu sangre cubana, dictador pagar�s caro por esta sangre inocente, ni�os viejos claman venganza",ofensa
"Mierda, es lo que habla y lo que le da de comer al pueblo",ofensa
Fuerza Cuba...la Revoluci�n se defiende..!!!,criterio general
DESDE CHILE VIVA CUBA Y SU REVOLUCI�N!!!!,criterio general
"Asesinos,fuera del poder,abajo la dictadura.",ofensa
Viva la revoluci�n,criterio general
"Asesino suelta el poder. El dia que el pueblo sea libre, seran abiertas todas las puertas de comercio internacionales. La dictadura deve caer.",sugerencia
Canel singao abajo la dictadura,ofensa
Que hombre para ser descarado por dios hasta cuando vete no amenaces m�s,ofensa
"Abajo la dictadura militar Castro comunista, queremos libertad",sugerencia
"Todo rl pueblo de cuba acere no seas tan descarao,que grupo de elemtos de que.",ofensa
Te tienen que hacer lo que le hiciero n a Gadafi,ofensa
Combatiendo con un pueblo que s�lo tiene palos y piedra y los torturan descarados pero no van a parar basta ya,denuncia
Cuando sea cuba libre ser�n juzgados,criterio general
El pueblo te pide libertad,sugerencia
Combatiendo no seas descarado que lo que est�n es masacrando al pueblo,denuncia
Abajo la dictadura asesina,sugerencia
Porque co***** hablas de vacunas habla de todo el mal que le an hecho al pueblo,pregunta
"Mariela chilena, te deseo lo m�s lindo de este mundo, entre ello,?que vivas y disfrutes eso que a�oras,",criterio general
D�as canel singaoooooooooo mentiroso es el pueblo quien no te quiere ni quiere mas comunismo patriaaaaaaaa ya vidaaaaaaaaaa,ofensa
Eso es lo que quieren y medicina,criterio general
"A D�az- Canel, es que le quieren mamar gallo y jodiendo en las calles con sus protestas pagadas por el imperio.",criterio general
Fuera del pa�s no te queremos fuera,sugerencia
"Estan incitando a la VIOLENCIA,,,,el propio gobierno",denuncia
Da pena que ese tipo sea el presidente. El peor presidente que ha tenido Cuba,criterio general
"Descarado cara de bate, tu cuenta est� en conteo regresivo,entrega el pa�s..",ofensa
Grande el presidente D�az. Grande el digno pueblo cubano.,criterio general
Que clase de descarao ERES ABAJO DIAS CANEL tu y toda tu CUPULA PATRIA y VIDA,ofensa
Darle comida a cuba,sugerencia
No quieren entregar su vida de lujo a costa del pueblo,criterio general
Como va a dejar el sill�n con lo bien que vive en Cuba,criterio general
Ya.   Esa.  Revoluci�n.   Esta.    P�rdida.  Recojan.   Sus.   Maletas,sugerencia
"Canel el pueblo no te quiere. Fuera, solo eres un puesto a dedo. Recuerda que tus manos est�n sucias de sangre. El pueblo no aguanta m�s.",ofensa
"El tiempo de dialogar se les acab�. YA NO LOS QUEREMOS, NO LOS NECESITAMOS. A SI Q FUERA ,FUERA ,FUERA!!!!!",sugerencia
"Libertad para cuba,D�az canel singao .",ofensa
Grande Cuba HLVS CUBA LIBRE !!!,criterio general
"Cuando los pueblos emigran,sus gobernantes sobran,ojal� y todo acabe pac�ficamente",criterio general
Ja esta cansado el pueblo de tanta mierda del govierno,queja
Pobre Humberto lo veo sacando visa para argentina,criterio general
TIENE DERECHO A VIVIR EN PAZ.,sugerencia
Fuera del poder  D�az Canel Singaoo.,ofensa
Q perro son todos estos HP Dias  canel Singao,ofensa
Abajo la dictadura. Vete Canel y lacayos. Viva Cuba libre,ofensa
"Ya se, acabo entrega el poder singao",ofensa
Canel asesino y estupido. Toda la ira De Dios caiga sobre ti y los tuyos.,ofensa
No quieren entregar la revoluci�n pk la revoluci�n es un negocio millonario para ustedes y es pobreza y miseria para sus ciudadanos/,criterio general
No ustedes estar�n masacrando al pueblo pero tranquilo que todo llega,denuncia
Larguense ya del poder,sugerencia
Este si que no a tenido nunca verg�enza,criterio general
En cuba hace muchisimos a�os que no hay revoluci�n pero si hay bastante robolucion,criterio general
Su tiempo est� contado asesinos,ofensa
"Sinverg�enza,renuncia.",ofensa
Un elemento eres t� t�tere de los castros,ofensa
Diazka deja la descara y vete ya que el pueblo est� muriendo de hambre,ofensa
Vamos cuba sigue Venezuela de ecuador lo apoyamos libertad,criterio general
Dictadores corruptos abajo los castro viva cuba libre,ofensa
"Libertad  no mas hambre, no m�s muertes",sugerencia
Desde Grecia recomendo a los que gritaban la palabra 'libertad' a mirar por favor este video de hoy que sigue de la sociedad "libre" como ellos creen.....,sugerencia
No es un grupo es el pueblo cubano,criterio general
Abajo la dictadura patria y vida,ofensa
Cuba no est� sola .,criterio general
Lo que no quiere entregar es el poder y el billete Hijo de P ...,ofensa
UN GRUPO  DE ELEMENTOOOO,pregunta
Las calles son de los revolucionarios,criterio general
Hasta cuando hasta cuando??????? Fuerza Cuba����� despertar,pregunta
"Revoluci�n y socialismo ,dos asquerosas palabras que maldicen a los pueblos !!!",ofensa
Ustedes lo que son esunos ladrones que le han mentido y robado al pueblo durante 62 a�os,denuncia
El cinismo elevado a la maxima potencia!!!,criterio general
"Cubadebate,sean consecuentes con la realidad, sean hombres y mujeres de su tiempo de su historia,el pa�s necesita de la verdad",sugerencia
El poder te vamos a quitar nadie voto por ti quien te puso vivifor,ofensa
Diaz Canel SINGAO,ofensa
"Asesinos van a pagar, mejor se van. De lo contrario van a pagar",ofensa
Diaz canel usted es el tipo m�s singao k a dado este siglo 21 SINGAO...PATRIA Y VIDA,ofensa
Est�s cagao se te siente en la voz arriba los que son sic�logo denle un diagn�stico a este tipo y d�jenme saber si me equivoco,ofensa
Sinverg�enzas!!! Fuera ya!!! Viva Cuba libre de apestosos y tiranos dictadores comunistas.,ofensa
Sal de la cueva maja,ofensa
Arriba CUBA mambisa,criterio general
Entraste con mal pie  tu me das pena pero tu muerte te llega tu no yegas a 2 d�as el infarto te toca ya esta declarado en nombre,ofensa
Fuera el comunismo de cuba,sugerencia
"As� que un grupo de elementos, es un pueblo entero come mierda, no tergiverses m�s la informaci�n, caballeros es el pueblo de Cuba completo en las calles, por que quitaron el internet ? Para que el mundo no vea lo que est� pasando, est�n matando al pueblo de Cuba, los esbirros est�n disparandoles al pueblo desarmado, no quieren entender que ya ellos est�n de m�s ah�, el pueblo de Cuba se est� muriendo de hambre, de COVID, de miseria y ahora por disparos a la cabeza de estos degenerados, basta ya de abuso",ofensa
"COBARD�A TOTAL, ME GUSTARIA VERTE EN FRENTE A UN SOLDADO AMERICANO",ofensa
Fuerza! Para la Revoluci�n y saludos desde M�xico !!,criterio general
GENOCIDIO ES LO QUE SON TODOS USTEDES ASESINOSSSSS LIBERTAD PARA CUBA PATRIA Y PINGGGGG,ofensa
No soy pol�tica soy una cubana cansada de sufrir el cilencio por su gente,queja
Dias Carnel.. Singaooo!! El pueblo cubano no te quiere.. Ya eata bueno de mentira,ofensa
Todo esta mierda diselo al nieto de uno de tus comandantes que la Rebolucion es comunismo y perico,ofensa
T� eres tremendo singao t� vas a pagarlas todas x tener a un pueblo lleno de miseria y hambre,ofensa
Y se te olvida mencionar todo el dinero q se roban,denuncia
LAS CALLES SON DE LOS CUBANOS. ABAJO LA REVOLUCI�N PINGA,ofensa
Todos tenemos cabida. La Patria es de todos.,criterio general
Jjjjjjjjjj. Suena. A. Angustia. Esas. Palabras. Vamos. Cuba. No. Pareis. Por. Favor patria. Y. Vida,criterio general
PERROS LAME BOTAS ES LO QUE SON TODOS USTEDES�,ofensa
D�az canel singaoo viva la libertad,ofensa
NO MAS AYUDA A CUBA NO MAS VIAJES A CUBA CIERREN COMPLETO ASI ES COMO ESTE HP SE AHOGARA,sugerencia
Deben pasar ley que lis Cubanos de el exterior que apoyen acciones terroristas NUNCA puedan regresar a Cuba  si los USA lo hace Cuba  tambien!,sugerencia
"Sale del bunker rata, sal y da la cara",ofensa
La revoluci�n del hambre.,criterio general
Ese Humberto que clase de comepinga ...no lo ruedo....,ofensa
LES QUEDA POCO .. PART�A DE SINGAOS..YA VAN BAJANDO. PREPARENCE PA LO QUE VIENE,ofensa
libertad para Cuba fuera al dictador comunista,sugerencia
Ya no existe saludo  revolucionario  ....,criterio general
Abajo la dictadura,sugerencia
"No la entregen, llevensala con ustedes",ofensa
"Estas nerviosito eh, tu hora y la de todos tus perros llego.",ofensa
"Detengan a esos revoltosos, que est�n desestabilizando al pa�s.",sugerencia
y la policia venezolana tambien,criterio general
Es mejor morir luchando que vivir con hambre y nececidad,criterio general
Asesinando a jovenes desarmados eso es un genocidio,denuncia
PATRIA Y VIDA,ofensa
Socialimo 21 un fracaso total  hambre y miseria...RD...,criterio general
Pongo un documental muy interesante para ellos que no ti�nen la experiencia de como se produce el cambio del sistema politico por parte de los EE.UU.,sugerencia
Entonces todo un pa�s es contrarrevolucionario,criterio general
No quieren dejar su vida de millonarios a costa del pueblo.,criterio general
Tienen miedo cuba debe ser libre YA!,sugerencia
Viva la revolucion cubana,criterio general
La juventud de Cuba se canso y te van a sacar de ah� puesto a dedo. Abajo la dictadura Narco-castrista,ofensa
La perversidad del Bloqueo es asquerosa...apoyemos al pueblo...,sugerencia
"Mientras tus hijos los de Raul Castro sus nietos Sandro  Castro ,Mariela y todos los hijos de los Generales son cada d�a m�s millonario nuestra juventud muere en el mar en las selvas de Americana buscando libertad y un futuro mejor cuando los que tienen que irse son ustedes.",queja
La ineptitud del gobierno le echan la culpa a todos,criterio general
"El intervenismo yaqui como siempre queriendo destruir otros pa�ses . Mucha gente creyendo las mentiras de los gringos. Ellos son los responsables con sus bloqueos, etc. De provocar manifestaciones recuerde que hicieron en Bolivia y en muchos paises para eso tiene a la CIA y a la DEA. Lo de Hait� ahi hubo mano estadonidense. Porque los medios no hablan lo que pasa en Colombia",criterio general
Diaz canel vaya prepzrnfo laque cuba nicaragua ybenezuela maleta,ofensa
D�az-Canel singao. Abajo el PCC!,ofensa
No ustedes no la van a entregar los sabemos nosotros se las vamos arrebatar el pa�s porque esa cochina revoluci�n no la queremos muertos de hambre vividores b�squense pamper porque las diarreas que tienen es mucha recen que esta naci�n no les mande una intervenci�n porque no van a poder ni levantar la voz,ofensa
Acere que estupidez habla ese tipo mejor que se caye la bocasa,ofensa
Me da deseos de vomitar ese Tirano de Diaz C.,ofensa
si no ubiese colas no abria tantos infestados tu no tienes que salir a la calle como miles de padres que tienen que buscarle el alimento a su familia suministrale a cada familia una canasta basica y todos se quedan en casa el bmokeo siempre lo emos tenido,sugerencia
Eso s lo q t� quieres singao canel vivir d las remesas,ofensa
"..no expliques tanto,y pregunta mas al pueblo, que es lo que quiere,deja el bla bla bla,eleciones,consulta a tu pueblo ,....",sugerencia
Descarao ustedes porque tienen buna comida y el pueblo muriendo de hambre fuera el comunismo,ofensa
Van a pagar por todo el da�o que le han hecho a Cuba,criterio general
Es una prueba sigan jugando con el pueblo,criterio general
PORQUE QUITAN LA INTERNET.....!!!!!!!!!!!.,pregunta
Canel rata pollera vete ya !!!!,ofensa
Renuncia singao que tienes al pueblo muriendose de hambre y pasando mil necesidades.,ofensa
No les ha bastado con sumir un pueblo en la miseria por m�s de 60 a�os y ahora que el Pueblo quiere cambios no lo dejan.,queja
Pues habr� que darle candela a la ROBOLUCION JAJA,ofensa
"DIAZ CANEL cambia la historia y haz una cuba nueva, con toda la fuerza revelate a quien te manda...   tu eres humano.",sugerencia
"La gusaner�a no tiene m�s argumentos m�s que insultar y patalear como infante. Dentro de la isla son un pu�ado min�sculo de agitadores, apoyados por los gusanos de viven fuera del pa�s, en general en la comodidad y facilidades que ofrece EEUU s�lo a los cubanos disidentes (y a ning�n latinoamericano m�s, para los dem�s tienen muros con alambre de p�as y visas denegadas sistem�ticamente).",criterio general
Ya basta de mentiras nadie los quiere dejen el pa�s Cuba es de los cubanos no de los dictadores .,sugerencia
Ustedes los dirigentes tienen con que COMPARTIR...el pueblo tiene HAMBRE.,queja
Si!!! Es la privatizaci�n!!!! SIIIIIIIII VIVA LA PRIVATIZATION!!!,criterio general
Est�n cagaos ya Estados Unidos va a meter intervenci�n militar,ofensa
Bueno pues borra el mio pero lo dir� mu�rete Diaz Canel una y mil veces. No nos trates como si fueras tu el inteligente y nosotros tan brutos para creerte.,ofensa
Cual es el fin de perpetuarse en el poder. Tienen miedo de perder sus privilegios,pregunta
Vayanse ya!!!!!!!!!! Es hora ya!!!!!! Recojan sus cosas !!!!,sugerencia
Mira q habla mierda el pelele este !!!!!!,ofensa
"Patria y vida ,deja el poder puesto a dedo q cuba va ser libre si no tiene en q irte  has un bote como hemos tenido q hacer muchos cubanos para poder salir de ustedes descarao q Dios te perdone por tanta sangre derramada nasista no te limpies mas con EEUU q gracias ha ese pais muchos familiares han savido lo q es vivir",ofensa
Esos ojetes que dejaron los Castro est�n como los del PRI y PAN muy desvergonzados,ofensa
Que clase de saludos para el pueblo muy revolucionario como t� dices abase de palo cojone,ofensa
Canelaaaa...Canelitaaaa...Caneeelaaaa.,criterio general
Claro tienen majares pero el pueblo los buscar�,criterio general
Humbertico no vayas a salir sigue escondido pq te van a moler.,ofensa
YA SE VAN BAJANDO,criterio general
Y cogiendo patadas en el orto...el pueblo es m�s,ofensa
Q descarado ya ese tipo esta mierto y no lo save,ofensa
DENUNCIEN ESTE CONTENIDO. Esto incita al odio y a la violencia,denuncia
Porque quitaron el servicio de internet,pregunta
Bueno viejo si eso es lo q tu quieres en las calles nos vemos,criterio general
Ustedes saben que lo que les va para arriba es un Tsunami,criterio general
Descarados. Le est�n disparando al pueblo desarmados.,denuncia
Diaz canel singao,ofensa
Viva la revolucion cuba es de los revolucion�rios,criterio general
Ustedes son unos singaos D�az Canel!,ofensa
Diaz Canel singao,ofensa
Par de anormales uno puso la ci�naga de zapata en Guant�namo,ofensa
D�az canel singAo,ofensa
Hijo de las 40 000 pu.. Diaz canela singaaaaa,ofensa
Descarados que son para oprimir a nuedtro pueblo buscando una excusa para acerlo,ofensa
Tu eres un p en dejo sale hoy de madrugada1 q te vamos a encontrar,ofensa
Deskarado aprovechador ustedes si comen lo k kieren..dios k me perdone..algo tiene k pasarte por singao,ofensa
No. Se la vamos a quitar,criterio general
Que partia de mojoneros,ofensa
Han sido unos mete pie toda una vida el pueblo se cans� se acab� t� tiempo.,ofensa
Quien lo puso en el poder,pregunta
Les lleg� la hora de pagar ratas,ofensa
Ahora la pandemia tiene la culpa de los 62 a�os de miseria que ha vivido el pueblo cubano..!!!,queja
Singao ... te vamos a dar Machete y despues te vamos a colgar de una palma real .,ofensa
"Rata de alcantarilla, tienes tus d�as contados, despu�s ya veremos d�nde te metes",ofensa
Seno mas hanbre  miseria,queja
No seas cara de tabla q el "ejemplo de brigadas internacionalistas" es una forma de llenarte los bolsillos de dolares si�ao,ofensa
Sal para la calle Umbertico,ofensa
Esta a punto de que suceda lo que pas� en Hait�...Verdad ?????....,pregunta
Vamos por ti cuzco tarradel y la descara de humberta,ofensa
Dale SINGAO lo que tienes que irte pa la pinga,ofensa
Les keda poco sings,ofensa
